date,hour,type,1345A,1346A,1348A,1349A,1350A,1351A,1352A,1353A,1354A,1355A,2846A,3298A,3299A,3300A,3301A,3302A,3303A,3304A,3443A,3445A,3446A
20250327,0,AQI,28.0,36.0,38.0,29.0,36.0,46.0,37.0,29.0,36.0,29.0,50.0,39.0,50.0,38.0,40.0,52.0,28.0,30.0,59.0,39.0,48.0
20250327,0,PM2.5,16.0,15.0,18.0,8.0,19.0,16.0,14.0,13.0,16.0,13.0,26.0,16.0,21.0,17.0,13.0,13.0,14.0,14.0,19.0,26.0,20.0
20250327,0,PM10,28.0,36.0,38.0,24.0,36.0,46.0,37.0,29.0,36.0,29.0,50.0,39.0,50.0,38.0,40.0,53.0,28.0,30.0,67.0,39.0,48.0
20250327,0,SO2,4.0,2.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,6.0,4.0,8.0,7.0,4.0,8.0,10.0,5.0,3.0,5.0,8.0,6.0
20250327,0,NO2,24.0,21.0,37.0,57.0,21.0,25.0,19.0,19.0,27.0,24.0,32.0,18.0,24.0,42.0,35.0,23.0,22.0,18.0,26.0,18.0,19.0
20250327,0,O3,47.0,45.0,27.0,21.0,50.0,30.0,45.0,56.0,41.0,43.0,28.0,58.0,51.0,23.0,37.0,46.0,48.0,52.0,38.0,71.0,49.0
20250327,0,CO,0.4,0.6,0.6,0.6,0.5,0.4,0.6,0.3,0.5,0.6,0.4,0.6,0.4,0.2,0.3,0.3,0.6,0.5,0.6,0.6,0.2
20250327,1,AQI,24.0,34.0,36.0,23.0,33.0,44.0,35.0,30.0,31.0,35.0,46.0,38.0,48.0,41.0,40.0,50.0,22.0,24.0,58.0,37.0,40.0
20250327,1,PM2.5,16.0,14.0,17.0,8.0,17.0,16.0,14.0,14.0,13.0,24.0,25.0,16.0,20.0,19.0,13.0,15.0,14.0,12.0,20.0,24.0,16.0
20250327,1,PM10,24.0,34.0,36.0,22.0,33.0,44.0,35.0,30.0,31.0,26.0,46.0,38.0,48.0,41.0,40.0,50.0,22.0,24.0,65.0,37.0,40.0
20250327,1,SO2,4.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,6.0,4.0,8.0,6.0,4.0,7.0,10.0,4.0,3.0,4.0,7.0,6.0
20250327,1,NO2,18.0,21.0,31.0,46.0,18.0,29.0,17.0,20.0,19.0,21.0,26.0,18.0,23.0,48.0,30.0,25.0,24.0,20.0,22.0,22.0,18.0
20250327,1,O3,59.0,47.0,31.0,28.0,53.0,22.0,48.0,54.0,52.0,45.0,36.0,58.0,51.0,15.0,41.0,44.0,43.0,46.0,42.0,53.0,48.0
20250327,1,CO,0.3,0.5,0.6,0.6,0.4,0.4,0.5,0.3,0.4,0.6,0.4,0.5,0.4,0.2,0.3,0.3,0.6,0.5,0.6,0.6,0.2
20250327,2,AQI,24.0,29.0,34.0,25.0,32.0,39.0,32.0,30.0,28.0,40.0,39.0,38.0,47.0,41.0,38.0,46.0,24.0,26.0,54.0,32.0,30.0
