date,hour,type,1345A,1346A,1348A,1349A,1350A,1351A,1352A,1353A,1354A,1355A,2846A,3298A,3299A,3300A,3301A,3302A,3303A,3304A,3443A,3445A,3446A
20240922,0,AQI,16.0,18.0,18.0,18.0,28.0,25.0,13.0,18.0,18.0,10.0,16.0,13.0,24.0,17.0,12.0,58.0,22.0,19.0,16.0,11.0,14.0
20240922,0,PM2.5,8.0,11.0,12.0,9.0,13.0,12.0,6.0,9.0,7.0,3.0,8.0,6.0,11.0,10.0,3.0,10.0,14.0,13.0,7.0,7.0,7.0
20240922,0,PM10,15.0,18.0,18.0,18.0,28.0,25.0,13.0,18.0,14.0,9.0,16.0,13.0,24.0,17.0,12.0,66.0,22.0,18.0,16.0,11.0,14.0
20240922,0,SO2,5.0,4.0,5.0,4.0,7.0,4.0,4.0,6.0,5.0,7.0,4.0,8.0,4.0,6.0,6.0,8.0,5.0,6.0,6.0,6.0,5.0
20240922,0,NO2,32.0,25.0,36.0,32.0,40.0,25.0,24.0,16.0,36.0,12.0,23.0,15.0,28.0,33.0,13.0,40.0,39.0,24.0,10.0,10.0,10.0
20240922,0,O3,22.0,25.0,14.0,18.0,11.0,18.0,25.0,22.0,14.0,30.0,24.0,23.0,13.0,23.0,30.0,3.0,8.0,21.0,23.0,22.0,17.0
20240922,0,CO,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.5,0.6,0.5,0.6,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.7,0.5
20240922,1,AQI,13.0,16.0,16.0,17.0,30.0,19.0,12.0,19.0,16.0,11.0,15.0,18.0,21.0,18.0,12.0,57.0,23.0,27.0,15.0,11.0,14.0
20240922,1,PM2.5,6.0,11.0,10.0,8.0,14.0,9.0,7.0,9.0,6.0,6.0,7.0,8.0,10.0,9.0,3.0,11.0,15.0,12.0,7.0,7.0,7.0
20240922,1,PM10,13.0,16.0,16.0,17.0,30.0,19.0,12.0,19.0,12.0,11.0,15.0,18.0,21.0,16.0,12.0,64.0,23.0,27.0,15.0,11.0,14.0
20240922,1,SO2,5.0,4.0,4.0,4.0,8.0,4.0,4.0,6.0,4.0,6.0,4.0,8.0,4.0,6.0,6.0,7.0,5.0,7.0,6.0,6.0,4.0
20240922,1,NO2,23.0,21.0,32.0,34.0,38.0,11.0,21.0,18.0,31.0,10.0,20.0,23.0,23.0,35.0,13.0,43.0,41.0,23.0,17.0,9.0,11.0
20240922,1,O3,32.0,29.0,17.0,17.0,12.0,28.0,28.0,16.0,15.0,22.0,27.0,11.0,12.0,20.0,29.0,,7.0,20.0,15.0,19.0,16.0
20240922,1,CO,0.7,0.7,0.7,0.6,0.7,0.7,0.7,0.5,0.5,0.5,0.5,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.7,0.5
20240922,2,AQI,11.0,15.0,17.0,16.0,26.0,13.0,11.0,20.0,16.0,16.0,14.0,13.0,21.0,25.0,14.0,59.0,28.0,24.0,16.0,13.0,14.0
20240922,2,PM2.5,3.0,10.0,9.0,8.0,11.0,7.0,6.0,9.0,7.0,8.0,6.0,3.0,10.0,14.0,6.0,12.0,19.0,12.0,7.0,7.0,6.0
20240922,2,PM10,11.0,15.0,14.0,14.0,26.0,13.0,11.0,20.0,12.0,16.0,14.0,13.0,21.0,25.0,14.0,67.0,24.0,24.0,16.0,13.0,14.0
20240922,2,SO2,5.0,4.0,4.0,4.0,7.0,4.0,4.0,6.0,5.0,7.0,4.0,7.0,4.0,6.0,6.0,7.0,5.0,6.0,5.0,6.0,4.0
20240922,2,NO2,20.0,21.0,33.0,32.0,30.0,8.0,19.0,22.0,31.0,14.0,19.0,14.0,26.0,35.0,13.0,41.0,40.0,22.0,17.0,12.0,11.0
20240922,2,O3,33.0,26.0,13.0,19.0,18.0,36.0,28.0,7.0,13.0,13.0,27.0,20.0,10.0,14.0,25.0,2.0,7.0,18.0,14.0,14.0,14.0
20240922,2,CO,0.7,0.7,0.6,0.6,0.7,0.7,0.7,0.6,0.5,0.5,0.5,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.7,0.5
20240922,3,AQI,13.0,12.0,13.0,15.0,25.0,12.0,11.0,14.0,16.0,13.0,12.0,9.0,16.0,20.0,19.0,57.0,31.0,26.0,16.0,13.0,10.0
20240922,3,PM2.5,3.0,8.0,7.0,6.0,11.0,6.0,6.0,7.0,7.0,9.0,6.0,3.0,8.0,10.0,8.0,10.0,17.0,14.0,7.0,7.0,3.0
20240922,3,PM10,11.0,12.0,11.0,12.0,25.0,12.0,11.0,14.0,13.0,10.0,12.0,9.0,16.0,20.0,19.0,64.0,31.0,26.0,16.0,13.0,10.0
20240922,3,SO2,5.0,4.0,4.0,4.0,7.0,4.0,4.0,6.0,4.0,7.0,4.0,8.0,4.0,6.0,6.0,6.0,5.0,7.0,7.0,6.0,5.0
20240922,3,NO2,26.0,18.0,26.0,29.0,36.0,10.0,22.0,15.0,32.0,13.0,18.0,10.0,29.0,35.0,21.0,34.0,38.0,33.0,19.0,8.0,8.0
20240922,3,O3,27.0,26.0,21.0,21.0,13.0,31.0,26.0,17.0,6.0,9.0,30.0,25.0,7.0,9.0,9.0,7.0,4.0,6.0,16.0,18.0,26.0
20240922,3,CO,0.7,0.6,0.6,0.5,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.9,0.7,0.6,0.6,0.7,0.6,0.7,0.5
20240922,4,AQI,13.0,11.0,15.0,21.0,20.0,13.0,13.0,14.0,14.0,13.0,13.0,9.0,17.0,18.0,20.0,57.0,29.0,28.0,17.0,12.0,10.0
20240922,4,PM2.5,6.0,7.0,7.0,8.0,8.0,6.0,7.0,7.0,8.0,9.0,6.0,3.0,8.0,8.0,10.0,8.0,16.0,16.0,7.0,6.0,3.0
20240922,4,PM10,12.0,11.0,10.0,17.0,20.0,13.0,12.0,14.0,14.0,13.0,13.0,9.0,17.0,18.0,20.0,64.0,29.0,28.0,17.0,12.0,8.0
20240922,4,SO2,5.0,4.0,4.0,3.0,7.0,4.0,5.0,6.0,4.0,7.0,4.0,8.0,4.0,6.0,7.0,6.0,5.0,7.0,6.0,6.0,5.0
20240922,4,NO2,26.0,15.0,29.0,41.0,31.0,12.0,25.0,14.0,28.0,18.0,19.0,10.0,20.0,36.0,19.0,29.0,37.0,33.0,11.0,5.0,7.0
20240922,4,O3,24.0,31.0,18.0,6.0,16.0,26.0,20.0,14.0,8.0,6.0,25.0,24.0,13.0,6.0,13.0,11.0,4.0,6.0,21.0,23.0,32.0
20240922,4,CO,0.7,0.6,0.5,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.9,0.7,0.5,0.6,0.7,0.6,0.7,0.5
20240922,5,AQI,17.0,12.0,14.0,18.0,22.0,13.0,15.0,12.0,16.0,14.0,14.0,14.0,14.0,21.0,17.0,59.0,28.0,26.0,22.0,11.0,11.0
20240922,5,PM2.5,9.0,8.0,8.0,9.0,9.0,3.0,8.0,6.0,9.0,8.0,7.0,3.0,6.0,9.0,9.0,8.0,15.0,13.0,11.0,6.0,3.0
20240922,5,PM10,17.0,12.0,13.0,18.0,22.0,13.0,15.0,12.0,16.0,14.0,14.0,14.0,14.0,21.0,17.0,67.0,28.0,26.0,22.0,11.0,7.0
20240922,5,SO2,5.0,4.0,4.0,3.0,7.0,4.0,4.0,6.0,5.0,7.0,5.0,8.0,4.0,6.0,7.0,6.0,5.0,6.0,6.0,6.0,5.0
20240922,5,NO2,30.0,15.0,27.0,36.0,35.0,10.0,25.0,12.0,30.0,15.0,21.0,18.0,13.0,36.0,15.0,32.0,38.0,30.0,9.0,8.0,7.0
20240922,5,O3,15.0,31.0,14.0,6.0,11.0,30.0,16.0,17.0,4.0,7.0,19.0,11.0,21.0,3.0,15.0,4.0,4.0,7.0,25.0,22.0,33.0
20240922,5,CO,0.7,0.6,0.5,0.6,0.7,0.6,0.7,0.5,0.5,0.5,0.5,0.6,0.5,0.9,0.7,0.5,0.6,0.7,0.6,0.7,0.5
20240922,6,AQI,20.0,18.0,12.0,15.0,21.0,18.0,19.0,26.0,19.0,9.0,15.0,19.0,16.0,21.0,25.0,47.0,27.0,27.0,24.0,13.0,11.0
20240922,6,PM2.5,10.0,11.0,8.0,8.0,7.0,8.0,10.0,11.0,12.0,6.0,8.0,6.0,8.0,8.0,15.0,8.0,14.0,12.0,13.0,6.0,3.0
20240922,6,PM10,20.0,18.0,12.0,15.0,18.0,18.0,19.0,26.0,19.0,9.0,15.0,19.0,16.0,21.0,25.0,47.0,27.0,27.0,24.0,13.0,6.0
20240922,6,SO2,5.0,4.0,4.0,3.0,6.0,5.0,5.0,6.0,5.0,7.0,5.0,8.0,4.0,6.0,7.0,5.0,5.0,6.0,8.0,6.0,5.0
20240922,6,NO2,34.0,22.0,22.0,27.0,41.0,9.0,30.0,22.0,28.0,10.0,22.0,23.0,14.0,33.0,22.0,33.0,34.0,30.0,10.0,7.0,7.0
20240922,6,O3,6.0,17.0,18.0,11.0,6.0,32.0,5.0,3.0,2.0,14.0,12.0,5.0,18.0,6.0,4.0,,7.0,7.0,26.0,19.0,35.0
20240922,6,CO,0.8,0.6,0.5,0.5,0.6,0.6,0.7,0.6,0.5,0.5,0.5,0.6,0.5,0.9,0.7,0.5,0.6,0.6,0.6,0.7,0.5
20240922,7,AQI,19.0,20.0,18.0,19.0,16.0,17.0,19.0,29.0,24.0,10.0,18.0,22.0,19.0,20.0,21.0,43.0,27.0,23.0,17.0,13.0,11.0
