date,hour,type,1345A,1346A,1348A,1349A,1350A,1351A,1352A,1353A,1354A,1355A,2846A,3298A,3299A,3300A,3301A,3302A,3303A,3304A,3443A,3445A,3446A
20241011,0,AQI,46.0,38.0,35.0,32.0,39.0,30.0,43.0,43.0,42.0,22.0,40.0,37.0,39.0,51.0,39.0,37.0,35.0,33.0,28.0,18.0,24.0
20241011,0,PM2.5,28.0,25.0,22.0,18.0,24.0,20.0,25.0,24.0,26.0,15.0,28.0,25.0,27.0,27.0,23.0,22.0,24.0,21.0,19.0,12.0,11.0
20241011,0,PM10,46.0,38.0,35.0,32.0,39.0,30.0,43.0,43.0,42.0,20.0,36.0,37.0,31.0,52.0,39.0,37.0,35.0,33.0,26.0,16.0,15.0
20241011,0,SO2,7.0,5.0,6.0,4.0,6.0,5.0,5.0,7.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,13.0,14.0,10.0,5.0,8.0,6.0
20241011,0,NO2,61.0,26.0,25.0,32.0,34.0,18.0,50.0,37.0,52.0,10.0,40.0,47.0,23.0,26.0,37.0,40.0,40.0,38.0,15.0,15.0,8.0
20241011,0,O3,25.0,59.0,60.0,53.0,62.0,75.0,32.0,29.0,10.0,64.0,36.0,18.0,54.0,14.0,36.0,41.0,45.0,42.0,55.0,49.0,76.0
20241011,0,CO,0.9,0.7,0.6,0.7,0.6,0.6,0.7,0.7,0.7,0.5,0.7,0.7,0.7,0.9,0.7,0.6,0.9,0.8,0.5,0.7,0.6
20241011,1,AQI,48.0,39.0,33.0,34.0,,26.0,41.0,43.0,37.0,20.0,38.0,39.0,38.0,46.0,37.0,35.0,48.0,41.0,30.0,19.0,24.0
20241011,1,PM2.5,28.0,26.0,22.0,18.0,24.0,18.0,23.0,26.0,23.0,14.0,26.0,26.0,26.0,26.0,22.0,20.0,21.0,22.0,21.0,13.0,11.0
20241011,1,PM10,48.0,39.0,33.0,34.0,37.0,26.0,41.0,43.0,37.0,16.0,32.0,39.0,32.0,46.0,37.0,35.0,48.0,41.0,28.0,18.0,15.0
20241011,1,SO2,7.0,5.0,6.0,4.0,6.0,6.0,5.0,7.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,12.0,13.0,16.0,5.0,7.0,6.0
20241011,1,NO2,60.0,28.0,24.0,37.0,,15.0,49.0,38.0,39.0,8.0,38.0,52.0,30.0,28.0,34.0,37.0,39.0,40.0,21.0,19.0,9.0
20241011,1,O3,22.0,54.0,58.0,45.0,54.0,77.0,31.0,21.0,26.0,63.0,34.0,14.0,41.0,17.0,34.0,41.0,42.0,34.0,47.0,44.0,75.0
20241011,1,CO,0.9,0.7,0.6,0.7,0.6,0.5,0.7,0.7,0.6,0.5,0.7,0.7,0.7,0.8,0.7,0.6,0.9,0.8,0.5,0.7,0.6
20241011,2,AQI,47.0,38.0,32.0,33.0,,29.0,36.0,42.0,30.0,22.0,39.0,39.0,30.0,46.0,36.0,34.0,37.0,42.0,32.0,19.0,24.0
20241011,2,PM2.5,26.0,26.0,22.0,17.0,24.0,19.0,22.0,26.0,20.0,15.0,27.0,24.0,21.0,27.0,22.0,20.0,20.0,23.0,22.0,13.0,13.0
20241011,2,PM10,47.0,38.0,30.0,33.0,36.0,29.0,36.0,42.0,30.0,18.0,34.0,39.0,26.0,46.0,36.0,34.0,37.0,42.0,30.0,18.0,16.0
20241011,2,SO2,6.0,4.0,5.0,4.0,6.0,8.0,5.0,7.0,6.0,6.0,3.0,8.0,6.0,6.0,6.0,12.0,12.0,14.0,7.0,8.0,6.0
20241011,2,NO2,61.0,27.0,25.0,45.0,,16.0,42.0,34.0,29.0,13.0,34.0,50.0,27.0,29.0,35.0,31.0,48.0,40.0,20.0,17.0,9.0
20241011,2,O3,18.0,51.0,56.0,36.0,46.0,74.0,34.0,29.0,32.0,45.0,36.0,13.0,46.0,27.0,33.0,42.0,33.0,31.0,47.0,42.0,74.0
20241011,2,CO,0.9,0.7,0.6,0.7,0.6,0.5,0.7,0.7,0.6,0.5,0.7,0.6,0.6,0.8,0.7,0.6,0.8,0.9,0.5,0.7,0.6
20241011,3,AQI,47.0,40.0,32.0,29.0,35.0,32.0,36.0,48.0,30.0,23.0,39.0,38.0,,42.0,36.0,34.0,35.0,40.0,33.0,19.0,24.0
20241011,3,PM2.5,26.0,28.0,22.0,16.0,24.0,22.0,23.0,29.0,20.0,16.0,27.0,24.0,20.0,23.0,22.0,21.0,21.0,23.0,23.0,13.0,14.0
20241011,3,PM10,47.0,38.0,31.0,29.0,34.0,32.0,36.0,48.0,30.0,21.0,34.0,38.0,25.0,42.0,36.0,34.0,35.0,40.0,30.0,19.0,17.0
20241011,3,SO2,7.0,5.0,5.0,4.0,6.0,10.0,5.0,7.0,7.0,6.0,3.0,8.0,6.0,6.0,4.0,12.0,12.0,15.0,12.0,8.0,6.0
20241011,3,NO2,62.0,29.0,28.0,40.0,40.0,16.0,45.0,44.0,43.0,19.0,32.0,44.0,23.0,29.0,31.0,45.0,53.0,41.0,17.0,11.0,10.0
20241011,3,O3,16.0,46.0,51.0,39.0,46.0,79.0,28.0,20.0,14.0,42.0,36.0,18.0,,17.0,35.0,29.0,26.0,31.0,58.0,57.0,76.0
20241011,3,CO,0.9,0.7,0.6,0.7,0.5,0.6,0.7,0.7,0.6,0.5,0.7,0.6,0.6,0.8,0.7,0.6,0.9,0.9,0.5,0.7,0.6
20241011,4,AQI,45.0,46.0,32.0,30.0,35.0,32.0,39.0,48.0,37.0,22.0,42.0,39.0,,43.0,34.0,,37.0,40.0,38.0,21.0,24.0
20241011,4,PM2.5,23.0,31.0,22.0,16.0,24.0,22.0,25.0,26.0,24.0,15.0,29.0,24.0,20.0,24.0,21.0,,22.0,24.0,26.0,14.0,14.0
20241011,4,PM10,45.0,46.0,30.0,30.0,33.0,31.0,39.0,48.0,37.0,20.0,36.0,39.0,24.0,43.0,34.0,,37.0,40.0,33.0,21.0,18.0
20241011,4,SO2,7.0,5.0,5.0,4.0,6.0,9.0,5.0,7.0,6.0,6.0,4.0,8.0,7.0,6.0,4.0,,12.0,17.0,16.0,8.0,6.0
20241011,4,NO2,67.0,52.0,21.0,30.0,35.0,15.0,61.0,48.0,48.0,15.0,32.0,35.0,16.0,29.0,28.0,,47.0,44.0,23.0,11.0,10.0
20241011,4,O3,11.0,15.0,58.0,46.0,53.0,82.0,11.0,19.0,3.0,53.0,33.0,30.0,,11.0,42.0,,32.0,28.0,50.0,52.0,75.0
20241011,4,CO,0.8,0.7,0.6,0.7,0.5,0.6,0.7,0.7,0.6,0.5,0.6,0.6,0.6,0.8,0.6,,0.8,0.9,0.6,0.7,0.6
20241011,5,AQI,49.0,46.0,35.0,30.0,32.0,33.0,42.0,42.0,38.0,25.0,43.0,40.0,32.0,43.0,33.0,,41.0,43.0,39.0,23.0,23.0
20241011,5,PM2.5,25.0,31.0,24.0,17.0,22.0,23.0,26.0,25.0,24.0,17.0,30.0,25.0,22.0,24.0,21.0,,22.0,23.0,27.0,15.0,16.0
20241011,5,PM10,49.0,46.0,33.0,30.0,32.0,32.0,42.0,42.0,38.0,17.0,37.0,40.0,27.0,43.0,33.0,,41.0,43.0,34.0,23.0,19.0
20241011,5,SO2,8.0,5.0,6.0,4.0,5.0,11.0,5.0,8.0,6.0,7.0,4.0,10.0,9.0,6.0,3.0,,13.0,17.0,19.0,8.0,7.0
20241011,5,NO2,49.0,50.0,22.0,27.0,33.0,15.0,58.0,32.0,46.0,10.0,34.0,34.0,13.0,29.0,23.0,,43.0,34.0,22.0,10.0,12.0
20241011,5,O3,34.0,22.0,61.0,51.0,52.0,82.0,15.0,37.0,5.0,63.0,36.0,31.0,68.0,15.0,52.0,,39.0,43.0,52.0,51.0,67.0
20241011,5,CO,0.8,0.7,0.6,0.7,0.5,0.6,0.7,0.7,0.6,0.5,0.6,0.7,0.6,0.8,0.7,,0.8,0.9,0.6,0.7,0.6
20241011,6,AQI,52.0,43.0,35.0,31.0,33.0,33.0,39.0,45.0,36.0,25.0,43.0,41.0,33.0,46.0,35.0,,33.0,34.0,38.0,24.0,23.0
20241011,6,PM2.5,27.0,30.0,24.0,18.0,22.0,23.0,25.0,25.0,23.0,17.0,30.0,25.0,23.0,25.0,22.0,,23.0,22.0,26.0,16.0,16.0
20241011,6,PM10,53.0,42.0,33.0,31.0,33.0,30.0,39.0,45.0,36.0,,37.0,41.0,30.0,46.0,35.0,,32.0,34.0,34.0,24.0,20.0
20241011,6,SO2,8.0,6.0,7.0,4.0,6.0,12.0,6.0,8.0,6.0,7.0,5.0,11.0,9.0,8.0,4.0,,7.0,10.0,15.0,8.0,7.0
20241011,6,NO2,54.0,30.0,21.0,44.0,30.0,16.0,41.0,31.0,43.0,10.0,28.0,32.0,13.0,30.0,24.0,,45.0,36.0,24.0,10.0,13.0
20241011,6,O3,33.0,54.0,70.0,36.0,63.0,84.0,37.0,42.0,11.0,67.0,52.0,33.0,71.0,25.0,54.0,,34.0,44.0,48.0,57.0,62.0
20241011,6,CO,0.8,0.7,0.6,0.7,0.5,0.6,0.7,0.7,0.6,0.5,0.6,0.7,0.7,0.8,0.7,,0.8,0.7,0.6,0.7,0.6
20241011,7,AQI,48.0,43.0,35.0,34.0,34.0,35.0,41.0,45.0,40.0,25.0,42.0,40.0,36.0,48.0,37.0,,33.0,37.0,39.0,24.0,25.0
20241011,7,PM2.5,26.0,30.0,24.0,20.0,22.0,24.0,26.0,25.0,25.0,17.0,29.0,26.0,25.0,26.0,24.0,,23.0,24.0,27.0,16.0,17.0
20241011,7,PM10,48.0,43.0,35.0,34.0,34.0,30.0,41.0,45.0,40.0,21.0,38.0,40.0,34.0,48.0,37.0,,33.0,37.0,33.0,24.0,21.0
20241011,7,SO2,10.0,6.0,7.0,4.0,7.0,9.0,6.0,8.0,6.0,7.0,6.0,15.0,9.0,8.0,7.0,,7.0,7.0,10.0,8.0,6.0
20241011,7,NO2,42.0,30.0,25.0,44.0,35.0,18.0,45.0,32.0,45.0,11.0,27.0,32.0,16.0,30.0,26.0,,44.0,46.0,27.0,9.0,13.0
20241011,7,O3,49.0,59.0,65.0,44.0,64.0,85.0,38.0,40.0,9.0,69.0,54.0,37.0,67.0,48.0,52.0,,36.0,25.0,45.0,56.0,65.0
20241011,7,CO,0.8,0.7,0.6,0.7,0.5,0.6,0.7,0.7,0.7,0.5,0.7,0.7,0.7,0.8,0.7,,0.8,0.8,0.6,0.7,0.6
20241011,8,AQI,51.0,45.0,41.0,38.0,35.0,35.0,43.0,46.0,40.0,25.0,42.0,42.0,38.0,51.0,39.0,34.0,37.0,42.0,38.0,24.0,29.0
20241011,8,PM2.5,28.0,31.0,25.0,21.0,22.0,24.0,27.0,25.0,26.0,17.0,29.0,27.0,26.0,28.0,25.0,21.0,25.0,25.0,26.0,16.0,20.0
20241011,8,PM10,52.0,45.0,41.0,38.0,35.0,32.0,43.0,46.0,40.0,22.0,40.0,42.0,37.0,52.0,39.0,34.0,37.0,42.0,34.0,24.0,23.0
20241011,8,SO2,10.0,7.0,7.0,5.0,7.0,9.0,7.0,9.0,7.0,8.0,6.0,20.0,10.0,8.0,8.0,14.0,7.0,9.0,13.0,8.0,7.0
20241011,8,NO2,41.0,32.0,28.0,31.0,28.0,20.0,40.0,33.0,36.0,10.0,30.0,30.0,19.0,30.0,27.0,34.0,52.0,48.0,23.0,12.0,12.0
20241011,8,O3,51.0,59.0,64.0,59.0,74.0,86.0,45.0,43.0,24.0,64.0,53.0,44.0,71.0,33.0,51.0,55.0,31.0,29.0,50.0,53.0,66.0
20241011,8,CO,0.9,0.7,0.6,0.7,0.6,0.6,0.7,0.7,0.7,0.5,0.7,0.7,0.7,0.8,0.7,0.6,0.9,0.8,0.7,0.7,0.6
20241011,9,AQI,54.0,44.0,40.0,39.0,37.0,39.0,44.0,46.0,45.0,29.0,39.0,48.0,38.0,50.0,38.0,34.0,,46.0,36.0,24.0,32.0
20241011,9,PM2.5,29.0,30.0,24.0,21.0,22.0,27.0,26.0,26.0,28.0,20.0,27.0,31.0,26.0,27.0,25.0,21.0,28.0,27.0,25.0,16.0,22.0
20241011,9,PM10,57.0,44.0,40.0,39.0,37.0,35.0,44.0,46.0,45.0,28.0,38.0,48.0,36.0,50.0,38.0,34.0,50.0,46.0,33.0,24.0,26.0
20241011,9,SO2,10.0,6.0,7.0,5.0,6.0,9.0,7.0,10.0,9.0,10.0,6.0,15.0,9.0,8.0,9.0,14.0,10.0,12.0,13.0,8.0,7.0
20241011,9,NO2,37.0,24.0,25.0,30.0,27.0,20.0,26.0,24.0,22.0,15.0,23.0,25.0,18.0,30.0,28.0,29.0,52.0,46.0,15.0,14.0,11.0
20241011,9,O3,67.0,82.0,76.0,65.0,79.0,95.0,70.0,59.0,68.0,77.0,72.0,58.0,83.0,73.0,59.0,69.0,,43.0,81.0,57.0,71.0
20241011,9,CO,0.9,0.7,0.6,0.8,0.6,0.8,0.7,0.7,0.8,0.5,0.7,0.7,0.7,0.8,0.7,0.6,0.8,0.8,0.6,0.7,0.6
20241011,10,AQI,54.0,44.0,40.0,36.0,39.0,40.0,44.0,40.0,42.0,37.0,39.0,,37.0,52.0,33.0,37.0,,48.0,36.0,25.0,29.0
20241011,10,PM2.5,28.0,29.0,25.0,20.0,22.0,28.0,24.0,25.0,27.0,22.0,27.0,,25.0,28.0,23.0,22.0,28.0,26.0,25.0,16.0,20.0
20241011,10,PM10,58.0,44.0,40.0,36.0,39.0,36.0,44.0,40.0,42.0,37.0,39.0,,37.0,54.0,33.0,37.0,70.0,48.0,35.0,25.0,25.0
20241011,10,SO2,9.0,6.0,7.0,5.0,6.0,8.0,7.0,8.0,8.0,9.0,5.0,11.0,8.0,8.0,9.0,14.0,11.0,9.0,11.0,8.0,8.0
