date,hour,type,1345A,1346A,1348A,1349A,1350A,1351A,1352A,1353A,1354A,1355A,2846A,3298A,3299A,3300A,3301A,3302A,3303A,3304A,3443A,3445A,3446A
20241018,0,AQI,23.0,32.0,34.0,41.0,33.0,45.0,30.0,56.0,34.0,30.0,35.0,38.0,51.0,41.0,39.0,31.0,29.0,32.0,,19.0,46.0
20241018,0,PM2.5,15.0,18.0,17.0,15.0,16.0,17.0,15.0,28.0,16.0,14.0,16.0,18.0,24.0,18.0,18.0,16.0,16.0,16.0,25.0,12.0,21.0
20241018,0,PM10,23.0,32.0,34.0,41.0,33.0,45.0,30.0,61.0,34.0,30.0,35.0,38.0,52.0,41.0,39.0,31.0,29.0,32.0,46.0,19.0,46.0
20241018,0,SO2,6.0,4.0,6.0,4.0,8.0,5.0,5.0,7.0,4.0,8.0,5.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0
20241018,0,NO2,33.0,26.0,46.0,61.0,39.0,34.0,28.0,42.0,32.0,45.0,36.0,36.0,48.0,49.0,42.0,37.0,33.0,28.0,,25.0,18.0
20241018,0,O3,39.0,41.0,25.0,14.0,36.0,43.0,39.0,15.0,34.0,19.0,28.0,32.0,24.0,27.0,23.0,27.0,56.0,53.0,27.0,8.0,66.0
20241018,0,CO,0.8,0.6,0.6,0.7,0.5,0.7,0.6,0.7,0.6,0.7,0.6,0.7,0.6,0.8,0.7,0.8,0.7,0.7,,0.9,0.6
20241018,1,AQI,23.0,32.0,36.0,43.0,32.0,46.0,31.0,53.0,34.0,22.0,35.0,37.0,55.0,40.0,41.0,34.0,31.0,50.0,46.0,19.0,43.0
20241018,1,PM2.5,16.0,20.0,19.0,16.0,16.0,17.0,15.0,26.0,17.0,11.0,16.0,18.0,29.0,20.0,19.0,17.0,15.0,14.0,24.0,12.0,20.0
20241018,1,PM10,22.0,32.0,36.0,43.0,32.0,46.0,31.0,55.0,34.0,22.0,35.0,37.0,60.0,40.0,41.0,34.0,31.0,50.0,46.0,19.0,43.0
20241018,1,SO2,6.0,4.0,5.0,4.0,7.0,5.0,5.0,7.0,3.0,8.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0
20241018,1,NO2,34.0,27.0,45.0,63.0,37.0,39.0,29.0,41.0,37.0,34.0,36.0,24.0,55.0,55.0,46.0,38.0,21.0,15.0,42.0,20.0,15.0
20241018,1,O3,38.0,40.0,24.0,12.0,45.0,34.0,38.0,18.0,24.0,23.0,27.0,33.0,14.0,14.0,11.0,26.0,69.0,71.0,4.0,12.0,66.0
20241018,1,CO,0.8,0.6,0.6,0.7,0.5,0.7,0.5,0.7,0.6,0.6,0.6,0.7,0.6,0.8,0.7,0.8,0.7,0.6,0.6,0.9,0.6
