date,hour,type,1345A,1346A,1348A,1349A,1350A,1351A,1352A,1353A,1354A,1355A,2846A,3298A,3299A,3300A,3301A,3302A,3303A,3304A,3443A,3445A,3446A
20241215,0,AQI,,60.0,52.0,54.0,54.0,55.0,54.0,48.0,58.0,49.0,56.0,48.0,51.0,55.0,52.0,52.0,56.0,58.0,51.0,44.0,51.0
20241215,0,PM2.5,39.0,43.0,36.0,34.0,36.0,38.0,38.0,33.0,41.0,26.0,39.0,30.0,34.0,34.0,35.0,33.0,32.0,31.0,34.0,27.0,35.0
20241215,0,PM10,81.0,61.0,53.0,57.0,58.0,60.0,58.0,48.0,59.0,49.0,62.0,48.0,52.0,59.0,54.0,54.0,62.0,65.0,52.0,44.0,52.0
20241215,0,SO2,9.0,4.0,5.0,8.0,6.0,7.0,6.0,7.0,8.0,6.0,5.0,4.0,8.0,8.0,8.0,8.0,9.0,4.0,10.0,8.0,6.0
20241215,0,NO2,23.0,14.0,14.0,14.0,19.0,19.0,12.0,12.0,24.0,10.0,16.0,11.0,14.0,21.0,14.0,23.0,30.0,17.0,18.0,12.0,14.0
20241215,0,O3,,88.0,89.0,87.0,92.0,86.0,89.0,87.0,82.0,97.0,78.0,91.0,94.0,89.0,95.0,87.0,82.0,92.0,84.0,90.0,94.0
20241215,0,CO,,0.6,0.4,0.8,0.6,0.6,0.4,0.6,0.6,0.7,0.6,0.6,0.5,0.5,0.8,0.2,0.6,0.7,0.5,0.5,0.6
20241215,1,AQI,63.0,58.0,51.0,53.0,53.0,54.0,54.0,43.0,54.0,50.0,55.0,43.0,50.0,55.0,51.0,52.0,55.0,53.0,51.0,41.0,50.0
20241215,1,PM2.5,38.0,41.0,35.0,32.0,33.0,36.0,37.0,29.0,38.0,25.0,37.0,26.0,32.0,33.0,34.0,30.0,32.0,30.0,34.0,24.0,33.0
20241215,1,PM10,76.0,58.0,52.0,55.0,55.0,57.0,57.0,43.0,57.0,50.0,60.0,43.0,50.0,59.0,52.0,53.0,59.0,56.0,51.0,41.0,50.0
20241215,1,SO2,9.0,5.0,5.0,8.0,6.0,8.0,7.0,7.0,9.0,6.0,6.0,4.0,9.0,8.0,8.0,8.0,10.0,5.0,10.0,8.0,6.0
20241215,1,NO2,27.0,12.0,16.0,12.0,18.0,18.0,11.0,11.0,21.0,13.0,18.0,11.0,14.0,23.0,13.0,21.0,31.0,19.0,17.0,12.0,14.0
20241215,1,O3,73.0,87.0,85.0,86.0,91.0,85.0,87.0,85.0,82.0,91.0,74.0,87.0,90.0,85.0,92.0,88.0,79.0,88.0,82.0,86.0,92.0
20241215,1,CO,0.5,0.6,0.4,0.8,0.6,0.6,0.4,0.6,0.6,0.7,0.6,0.6,0.5,0.5,0.8,0.1,0.6,0.6,0.5,0.5,0.6
20241215,2,AQI,61.0,55.0,47.0,49.0,52.0,53.0,53.0,37.0,52.0,47.0,55.0,40.0,47.0,54.0,51.0,51.0,53.0,53.0,49.0,40.0,44.0
20241215,2,PM2.5,36.0,39.0,32.0,29.0,32.0,36.0,35.0,24.0,36.0,23.0,35.0,24.0,29.0,33.0,33.0,28.0,33.0,31.0,33.0,23.0,30.0
