date,hour,type,1345A,1346A,1348A,1349A,1350A,1351A,1352A,1353A,1354A,1355A,2846A,3298A,3299A,3300A,3301A,3302A,3303A,3304A,3443A,3445A,3446A
20250101,0,AQI,99.0,102.0,78.0,80.0,78.0,84.0,77.0,94.0,67.0,49.0,82.0,94.0,103.0,82.0,67.0,79.0,97.0,83.0,59.0,46.0,59.0
20250101,0,PM2.5,74.0,76.0,57.0,59.0,57.0,62.0,56.0,70.0,48.0,34.0,60.0,70.0,77.0,60.0,48.0,58.0,72.0,61.0,42.0,32.0,42.0
20250101,0,PM10,127.0,96.0,89.0,94.0,91.0,92.0,96.0,109.0,68.0,47.0,97.0,109.0,120.0,101.0,71.0,85.0,118.0,101.0,58.0,44.0,62.0
20250101,0,SO2,11.0,5.0,6.0,7.0,6.0,12.0,8.0,6.0,4.0,8.0,7.0,7.0,9.0,10.0,10.0,9.0,8.0,9.0,9.0,5.0,6.0
20250101,0,NO2,129.0,80.0,61.0,68.0,59.0,36.0,59.0,78.0,17.0,20.0,60.0,84.0,81.0,93.0,34.0,80.0,107.0,95.0,48.0,27.0,17.0
20250101,0,O3,5.0,36.0,60.0,56.0,72.0,75.0,63.0,12.0,40.0,98.0,47.0,8.0,19.0,25.0,77.0,46.0,14.0,23.0,26.0,48.0,102.0
20250101,0,CO,1.2,1.1,0.9,0.8,0.9,0.8,1.0,0.9,0.7,0.6,1.0,1.1,1.0,1.1,1.0,1.0,1.1,0.8,0.9,0.8,0.7
20250101,1,AQI,87.0,103.0,73.0,87.0,80.0,98.0,72.0,93.0,63.0,45.0,75.0,98.0,112.0,78.0,67.0,84.0,103.0,95.0,58.0,48.0,55.0
20250101,1,PM2.5,64.0,77.0,53.0,64.0,59.0,73.0,52.0,69.0,45.0,31.0,55.0,73.0,84.0,57.0,48.0,62.0,77.0,71.0,41.0,33.0,39.0
20250101,1,PM10,107.0,96.0,82.0,99.0,93.0,108.0,87.0,104.0,62.0,43.0,88.0,110.0,129.0,93.0,71.0,87.0,130.0,109.0,57.0,44.0,59.0
20250101,1,SO2,10.0,5.0,6.0,7.0,6.0,11.0,8.0,6.0,4.0,7.0,6.0,8.0,9.0,9.0,10.0,11.0,13.0,13.0,9.0,5.0,6.0
20250101,1,NO2,115.0,86.0,56.0,61.0,72.0,34.0,72.0,72.0,3.0,18.0,52.0,78.0,78.0,61.0,34.0,67.0,106.0,108.0,49.0,38.0,15.0
20250101,1,O3,12.0,28.0,64.0,60.0,55.0,68.0,44.0,17.0,34.0,99.0,52.0,8.0,17.0,52.0,75.0,52.0,12.0,10.0,28.0,33.0,104.0
20250101,1,CO,1.0,1.1,0.8,0.8,0.9,0.8,1.0,0.9,0.7,0.5,0.8,1.0,1.0,1.0,1.0,0.9,1.0,0.9,0.8,0.8,0.8
20250101,2,AQI,105.0,98.0,73.0,85.0,80.0,100.0,70.0,92.0,64.0,48.0,77.0,89.0,95.0,78.0,60.0,88.0,97.0,93.0,57.0,49.0,55.0
20250101,2,PM2.5,79.0,73.0,53.0,63.0,59.0,75.0,51.0,68.0,46.0,33.0,56.0,66.0,71.0,57.0,43.0,65.0,72.0,69.0,40.0,34.0,39.0
20250101,2,PM10,131.0,90.0,81.0,95.0,91.0,112.0,83.0,98.0,62.0,48.0,90.0,96.0,104.0,91.0,63.0,90.0,125.0,126.0,53.0,43.0,59.0
20250101,2,SO2,10.0,4.0,6.0,7.0,7.0,10.0,7.0,6.0,4.0,7.0,6.0,8.0,9.0,8.0,10.0,10.0,11.0,13.0,10.0,5.0,6.0
