date,hour,type,1345A,1346A,1348A,1349A,1350A,1351A,1352A,1353A,1354A,1355A,2846A,3298A,3299A,3300A,3301A,3302A,3303A,3304A,3443A,3445A,3446A
20240721,0,AQI,32.0,33.0,43.0,,27.0,34.0,38.0,31.0,35.0,18.0,35.0,16.0,25.0,39.0,31.0,29.0,20.0,22.0,18.0,12.0,17.0
20240721,0,PM2.5,10.0,22.0,25.0,15.0,10.0,13.0,15.0,13.0,17.0,9.0,20.0,11.0,12.0,17.0,13.0,20.0,7.0,6.0,7.0,3.0,6.0
20240721,0,PM10,32.0,33.0,43.0,32.0,27.0,34.0,38.0,31.0,35.0,18.0,35.0,15.0,25.0,39.0,31.0,27.0,20.0,22.0,18.0,12.0,17.0
20240721,0,SO2,6.0,5.0,5.0,3.0,8.0,7.0,6.0,7.0,6.0,5.0,5.0,5.0,4.0,6.0,7.0,5.0,6.0,5.0,4.0,5.0,8.0
20240721,0,NO2,48.0,45.0,50.0,39.0,36.0,46.0,48.0,32.0,39.0,22.0,43.0,16.0,36.0,38.0,29.0,54.0,21.0,16.0,9.0,14.0,11.0
20240721,0,O3,5.0,6.0,11.0,,4.0,6.0,4.0,3.0,2.0,12.0,,9.0,8.0,8.0,3.0,,12.0,10.0,24.0,13.0,20.0
20240721,0,CO,0.8,0.7,0.7,0.7,0.8,0.6,0.7,0.6,0.7,0.5,0.8,0.7,0.7,0.9,0.6,0.8,0.7,0.6,0.5,0.6,0.6
20240721,1,AQI,26.0,25.0,27.0,,24.0,34.0,30.0,25.0,32.0,12.0,,27.0,24.0,34.0,33.0,25.0,25.0,24.0,15.0,15.0,17.0
20240721,1,PM2.5,7.0,15.0,13.0,12.0,8.0,12.0,13.0,10.0,15.0,8.0,13.0,8.0,10.0,14.0,14.0,12.0,7.0,7.0,6.0,3.0,6.0
20240721,1,PM10,26.0,25.0,27.0,26.0,24.0,34.0,30.0,25.0,32.0,12.0,28.0,27.0,24.0,34.0,33.0,25.0,25.0,24.0,15.0,15.0,17.0
20240721,1,SO2,5.0,4.0,4.0,3.0,7.0,7.0,6.0,7.0,6.0,5.0,5.0,5.0,4.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,8.0
20240721,1,NO2,34.0,29.0,30.0,31.0,24.0,35.0,33.0,19.0,28.0,23.0,30.0,11.0,27.0,35.0,28.0,30.0,22.0,19.0,8.0,13.0,11.0
20240721,1,O3,5.0,8.0,9.0,,6.0,5.0,4.0,10.0,2.0,10.0,,15.0,9.0,5.0,2.0,,9.0,8.0,22.0,8.0,19.0
20240721,1,CO,0.8,0.6,0.5,0.6,0.7,0.6,0.6,0.5,0.7,0.5,0.7,0.6,0.7,0.9,0.6,0.6,0.7,0.6,0.5,0.6,0.6
20240721,2,AQI,23.0,19.0,24.0,33.0,25.0,31.0,25.0,19.0,34.0,14.0,,34.0,26.0,30.0,28.0,24.0,21.0,25.0,16.0,15.0,18.0
20240721,2,PM2.5,8.0,11.0,12.0,17.0,7.0,11.0,10.0,8.0,16.0,7.0,15.0,7.0,10.0,12.0,10.0,10.0,9.0,7.0,6.0,3.0,6.0
20240721,2,PM10,23.0,19.0,24.0,33.0,25.0,31.0,25.0,19.0,34.0,14.0,30.0,34.0,26.0,30.0,28.0,24.0,21.0,25.0,16.0,15.0,18.0
20240721,2,SO2,5.0,4.0,4.0,4.0,7.0,7.0,6.0,7.0,5.0,5.0,5.0,5.0,4.0,6.0,7.0,5.0,6.0,5.0,4.0,5.0,7.0
20240721,2,NO2,30.0,22.0,26.0,32.0,24.0,31.0,26.0,15.0,27.0,19.0,29.0,10.0,24.0,29.0,24.0,22.0,25.0,20.0,12.0,10.0,12.0
20240721,2,O3,6.0,10.0,9.0,,6.0,3.0,6.0,12.0,2.0,10.0,,16.0,6.0,4.0,2.0,2.0,4.0,7.0,15.0,12.0,16.0
20240721,2,CO,0.8,0.6,0.5,0.7,0.7,0.5,0.6,0.5,0.7,0.5,0.7,0.6,0.6,0.8,0.6,0.6,0.7,0.6,0.5,0.6,0.6
20240721,3,AQI,31.0,22.0,30.0,26.0,24.0,31.0,34.0,21.0,29.0,11.0,25.0,32.0,24.0,27.0,23.0,25.0,23.0,22.0,18.0,17.0,19.0
20240721,3,PM2.5,11.0,14.0,16.0,12.0,6.0,11.0,15.0,8.0,13.0,6.0,12.0,9.0,9.0,10.0,8.0,16.0,9.0,8.0,3.0,3.0,6.0
